site,year,month,day,time,dataset,file
konza,2012,11,24,120124,training,konza_2012_11_24_120124.jpg
konza,2012,11,25,120321,training,konza_2012_11_25_120321.jpg
konza,2012,11,26,120116,training,konza_2012_11_26_120116.jpg
konza,2012,11,27,120117,training,konza_2012_11_27_120117.jpg
konza,2012,11,28,120116,training,konza_2012_11_28_120116.jpg
konza,2012,11,29,120118,training,konza_2012_11_29_120118.jpg
konza,2012,11,30,120531,training,konza_2012_11_30_120531.jpg
konza,2012,12,1,123123,training,konza_2012_12_01_123123.jpg
konza,2012,12,2,120116,training,konza_2012_12_02_120116.jpg
konza,2012,12,3,120117,training,konza_2012_12_03_120117.jpg
konza,2012,12,4,120116,training,konza_2012_12_04_120116.jpg
konza,2012,12,5,120120,training,konza_2012_12_05_120120.jpg
konza,2012,12,6,120155,training,konza_2012_12_06_120155.jpg
konza,2012,12,7,120115,training,konza_2012_12_07_120115.jpg
konza,2012,12,8,120115,training,konza_2012_12_08_120115.jpg
konza,2012,12,9,120117,training,konza_2012_12_09_120117.jpg
konza,2012,12,10,120230,training,konza_2012_12_10_120230.jpg
konza,2012,12,11,120118,training,konza_2012_12_11_120118.jpg
konza,2012,12,12,120125,training,konza_2012_12_12_120125.jpg
konza,2012,12,13,120120,training,konza_2012_12_13_120120.jpg
konza,2012,12,14,120140,training,konza_2012_12_14_120140.jpg
konza,2012,12,15,120122,training,konza_2012_12_15_120122.jpg
konza,2012,12,16,123114,training,konza_2012_12_16_123114.jpg
konza,2012,12,17,120146,training,konza_2012_12_17_120146.jpg
konza,2012,12,18,120146,training,konza_2012_12_18_120146.jpg
konza,2012,12,19,120149,training,konza_2012_12_19_120149.jpg
konza,2012,12,20,121148,training,konza_2012_12_20_121148.jpg
konza,2012,12,21,120104,training,konza_2012_12_21_120104.jpg
konza,2012,12,22,121251,training,konza_2012_12_22_121251.jpg
konza,2012,12,23,122023,training,konza_2012_12_23_122023.jpg
konza,2012,12,24,120106,training,konza_2012_12_24_120106.jpg
konza,2012,12,25,124200,training,konza_2012_12_25_124200.jpg
konza,2012,12,26,121926,training,konza_2012_12_26_121926.jpg
konza,2012,12,27,123620,training,konza_2012_12_27_123620.jpg
konza,2012,12,28,131104,training,konza_2012_12_28_131104.jpg
konza,2012,12,29,123538,training,konza_2012_12_29_123538.jpg
konza,2012,12,30,112120,training,konza_2012_12_30_112120.jpg
konza,2012,12,31,112103,training,konza_2012_12_31_112103.jpg
konza,2013,1,2,120112,training,konza_2013_01_02_120112.jpg
konza,2013,1,3,115750,training,konza_2013_01_03_115750.jpg
konza,2013,1,4,120104,training,konza_2013_01_04_120104.jpg
konza,2013,1,5,101721,training,konza_2013_01_05_101721.jpg
konza,2013,1,6,125421,training,konza_2013_01_06_125421.jpg
konza,2013,1,7,120542,training,konza_2013_01_07_120542.jpg
konza,2013,1,10,120731,training,konza_2013_01_10_120731.jpg
konza,2013,1,13,113204,training,konza_2013_01_13_113204.jpg
konza,2013,1,14,110415,training,konza_2013_01_14_110415.jpg
konza,2013,1,15,122247,training,konza_2013_01_15_122247.jpg
konza,2013,1,16,121835,training,konza_2013_01_16_121835.jpg
konza,2013,1,17,114910,training,konza_2013_01_17_114910.jpg
konza,2013,1,19,120927,training,konza_2013_01_19_120927.jpg
konza,2013,1,22,112330,training,konza_2013_01_22_112330.jpg
konza,2013,1,23,121249,training,konza_2013_01_23_121249.jpg
konza,2013,1,25,120945,training,konza_2013_01_25_120945.jpg
konza,2013,1,26,122826,training,konza_2013_01_26_122826.jpg
konza,2013,1,27,121905,training,konza_2013_01_27_121905.jpg
konza,2013,1,29,120719,training,konza_2013_01_29_120719.jpg
konza,2013,1,30,110102,training,konza_2013_01_30_110102.jpg
konza,2013,1,31,123826,training,konza_2013_01_31_123826.jpg
konza,2013,2,1,121723,training,konza_2013_02_01_121723.jpg
konza,2013,2,2,121420,training,konza_2013_02_02_121420.jpg
konza,2013,2,3,123852,training,konza_2013_02_03_123852.jpg
konza,2013,2,5,101657,training,konza_2013_02_05_101657.jpg
konza,2013,2,6,121945,training,konza_2013_02_06_121945.jpg
konza,2013,2,16,122016,training,konza_2013_02_16_122016.jpg
konza,2013,2,17,123236,training,konza_2013_02_17_123236.jpg
konza,2013,2,18,122103,training,konza_2013_02_18_122103.jpg
konza,2013,2,21,122425,training,konza_2013_02_21_122425.jpg
konza,2013,2,22,114648,training,konza_2013_02_22_114648.jpg
konza,2013,2,23,120407,training,konza_2013_02_23_120407.jpg
konza,2013,2,25,115102,training,konza_2013_02_25_115102.jpg
konza,2013,2,26,120536,training,konza_2013_02_26_120536.jpg
konza,2013,2,27,123103,training,konza_2013_02_27_123103.jpg
konza,2013,3,1,102102,training,konza_2013_03_01_102102.jpg
konza,2013,3,2,120256,training,konza_2013_03_02_120256.jpg
konza,2013,3,3,121935,training,konza_2013_03_03_121935.jpg
konza,2013,3,4,100655,training,konza_2013_03_04_100655.jpg
konza,2013,3,6,122103,training,konza_2013_03_06_122103.jpg
konza,2013,3,7,115103,training,konza_2013_03_07_115103.jpg
konza,2013,3,8,120155,training,konza_2013_03_08_120155.jpg
konza,2013,3,9,120130,training,konza_2013_03_09_120130.jpg
konza,2013,3,10,120118,training,konza_2013_03_10_120118.jpg
konza,2013,3,11,120121,training,konza_2013_03_11_120121.jpg
konza,2013,3,12,120211,training,konza_2013_03_12_120211.jpg
konza,2013,3,13,120116,training,konza_2013_03_13_120116.jpg
konza,2013,3,14,120118,training,konza_2013_03_14_120118.jpg
konza,2013,3,15,120116,training,konza_2013_03_15_120116.jpg
konza,2013,3,16,120159,training,konza_2013_03_16_120159.jpg
konza,2013,3,17,120223,training,konza_2013_03_17_120223.jpg
konza,2013,3,18,120124,training,konza_2013_03_18_120124.jpg
konza,2013,3,19,120117,training,konza_2013_03_19_120117.jpg
konza,2013,3,20,120132,training,konza_2013_03_20_120132.jpg
konza,2013,3,21,120521,training,konza_2013_03_21_120521.jpg
konza,2013,3,22,120130,training,konza_2013_03_22_120130.jpg
konza,2013,3,23,113257,training,konza_2013_03_23_113257.jpg
konza,2013,3,24,120118,training,konza_2013_03_24_120118.jpg
konza,2013,3,25,120147,training,konza_2013_03_25_120147.jpg
konza,2013,3,26,120141,training,konza_2013_03_26_120141.jpg
konza,2013,3,27,120102,training,konza_2013_03_27_120102.jpg
konza,2013,3,28,120156,training,konza_2013_03_28_120156.jpg
konza,2013,3,29,120312,training,konza_2013_03_29_120312.jpg
konza,2013,3,30,120119,training,konza_2013_03_30_120119.jpg
konza,2013,3,31,123102,training,konza_2013_03_31_123102.jpg
konza,2013,4,1,120201,training,konza_2013_04_01_120201.jpg
konza,2013,4,2,123559,training,konza_2013_04_02_123559.jpg
konza,2013,4,3,120116,training,konza_2013_04_03_120116.jpg
konza,2013,4,4,120151,training,konza_2013_04_04_120151.jpg
konza,2013,4,5,120141,training,konza_2013_04_05_120141.jpg
konza,2013,4,6,120122,training,konza_2013_04_06_120122.jpg
konza,2013,4,7,120133,training,konza_2013_04_07_120133.jpg
konza,2013,4,8,120327,training,konza_2013_04_08_120327.jpg
konza,2013,4,9,123102,training,konza_2013_04_09_123102.jpg
konza,2013,4,10,120137,training,konza_2013_04_10_120137.jpg
konza,2013,4,11,120141,training,konza_2013_04_11_120141.jpg
konza,2013,4,12,113212,training,konza_2013_04_12_113212.jpg
konza,2013,4,13,120120,training,konza_2013_04_13_120120.jpg
konza,2013,4,14,120129,training,konza_2013_04_14_120129.jpg
konza,2013,4,15,120207,training,konza_2013_04_15_120207.jpg
konza,2013,4,16,120143,training,konza_2013_04_16_120143.jpg
konza,2013,4,17,120120,training,konza_2013_04_17_120120.jpg
konza,2013,4,24,120328,training,konza_2013_04_24_120328.jpg
konza,2013,4,25,120151,training,konza_2013_04_25_120151.jpg
konza,2013,4,26,113205,training,konza_2013_04_26_113205.jpg
konza,2013,4,27,120102,training,konza_2013_04_27_120102.jpg
konza,2013,4,28,120342,training,konza_2013_04_28_120342.jpg
konza,2013,4,29,120122,training,konza_2013_04_29_120122.jpg
konza,2013,4,30,120104,training,konza_2013_04_30_120104.jpg
konza,2013,5,1,120146,training,konza_2013_05_01_120146.jpg
konza,2013,5,2,120245,training,konza_2013_05_02_120245.jpg
konza,2013,5,3,120209,training,konza_2013_05_03_120209.jpg
konza,2013,5,4,120232,training,konza_2013_05_04_120232.jpg
konza,2013,5,5,120128,training,konza_2013_05_05_120128.jpg
konza,2013,5,6,123118,training,konza_2013_05_06_123118.jpg
konza,2013,5,7,120120,training,konza_2013_05_07_120120.jpg
konza,2013,5,8,120126,training,konza_2013_05_08_120126.jpg
konza,2013,5,9,130124,training,konza_2013_05_09_130124.jpg
konza,2013,5,10,120129,training,konza_2013_05_10_120129.jpg
konza,2013,5,11,120134,training,konza_2013_05_11_120134.jpg
konza,2013,5,12,120119,training,konza_2013_05_12_120119.jpg
konza,2013,5,13,123119,training,konza_2013_05_13_123119.jpg
konza,2013,5,14,120126,training,konza_2013_05_14_120126.jpg
konza,2013,5,15,120145,training,konza_2013_05_15_120145.jpg
konza,2013,5,16,123125,training,konza_2013_05_16_123125.jpg
konza,2013,5,17,120120,training,konza_2013_05_17_120120.jpg
konza,2013,5,18,120118,training,konza_2013_05_18_120118.jpg
konza,2013,5,23,123122,training,konza_2013_05_23_123122.jpg
konza,2013,5,24,123102,training,konza_2013_05_24_123102.jpg
konza,2013,5,25,120120,training,konza_2013_05_25_120120.jpg
konza,2013,5,26,120138,training,konza_2013_05_26_120138.jpg
konza,2013,5,27,123132,training,konza_2013_05_27_123132.jpg
konza,2013,5,28,120131,training,konza_2013_05_28_120131.jpg
konza,2013,5,29,120120,training,konza_2013_05_29_120120.jpg
konza,2013,5,30,120126,training,konza_2013_05_30_120126.jpg
konza,2013,5,31,120124,training,konza_2013_05_31_120124.jpg
konza,2013,6,1,120102,training,konza_2013_06_01_120102.jpg
konza,2013,6,2,120120,training,konza_2013_06_02_120120.jpg
konza,2013,6,3,120122,training,konza_2013_06_03_120122.jpg
konza,2013,6,4,123119,training,konza_2013_06_04_123119.jpg
konza,2013,6,5,120137,training,konza_2013_06_05_120137.jpg
konza,2013,6,6,120119,training,konza_2013_06_06_120119.jpg
konza,2013,6,7,120115,training,konza_2013_06_07_120115.jpg
konza,2013,6,9,120117,training,konza_2013_06_09_120117.jpg
konza,2013,6,10,123120,training,konza_2013_06_10_123120.jpg
konza,2013,6,11,120102,training,konza_2013_06_11_120102.jpg
konza,2013,6,12,123102,training,konza_2013_06_12_123102.jpg
konza,2013,6,13,120114,training,konza_2013_06_13_120114.jpg
konza,2013,6,14,120118,training,konza_2013_06_14_120118.jpg
konza,2013,6,15,120113,training,konza_2013_06_15_120113.jpg
konza,2013,6,16,123111,training,konza_2013_06_16_123111.jpg
konza,2013,6,17,120115,training,konza_2013_06_17_120115.jpg
konza,2013,6,18,120114,training,konza_2013_06_18_120114.jpg
konza,2013,6,19,120113,training,konza_2013_06_19_120113.jpg
konza,2013,6,20,120123,training,konza_2013_06_20_120123.jpg
konza,2013,6,21,120117,training,konza_2013_06_21_120117.jpg
konza,2013,6,22,120115,training,konza_2013_06_22_120115.jpg
konza,2013,6,23,120131,training,konza_2013_06_23_120131.jpg
konza,2013,6,24,120113,training,konza_2013_06_24_120113.jpg
konza,2013,6,25,120121,training,konza_2013_06_25_120121.jpg
konza,2013,6,26,120104,training,konza_2013_06_26_120104.jpg
konza,2013,6,27,120113,training,konza_2013_06_27_120113.jpg
konza,2013,7,2,120118,training,konza_2013_07_02_120118.jpg
konza,2013,7,3,120115,training,konza_2013_07_03_120115.jpg
konza,2013,7,4,120113,training,konza_2013_07_04_120113.jpg
konza,2013,7,5,120132,training,konza_2013_07_05_120132.jpg
konza,2013,7,6,120116,training,konza_2013_07_06_120116.jpg
konza,2013,7,7,120118,training,konza_2013_07_07_120118.jpg
konza,2013,7,15,120110,training,konza_2013_07_15_120110.jpg
konza,2013,7,16,120119,training,konza_2013_07_16_120119.jpg
konza,2013,7,17,120116,training,konza_2013_07_17_120116.jpg
konza,2013,7,18,120120,training,konza_2013_07_18_120120.jpg
konza,2013,7,19,120116,training,konza_2013_07_19_120116.jpg
konza,2013,7,20,120117,training,konza_2013_07_20_120117.jpg
konza,2013,7,21,120133,training,konza_2013_07_21_120133.jpg
konza,2013,7,22,120113,training,konza_2013_07_22_120113.jpg
konza,2013,7,23,120113,training,konza_2013_07_23_120113.jpg
konza,2013,7,24,120129,training,konza_2013_07_24_120129.jpg
konza,2013,7,25,123116,training,konza_2013_07_25_123116.jpg
konza,2013,7,26,120119,training,konza_2013_07_26_120119.jpg
konza,2013,7,27,120115,training,konza_2013_07_27_120115.jpg
konza,2013,7,28,120108,training,konza_2013_07_28_120108.jpg
konza,2013,7,29,120114,training,konza_2013_07_29_120114.jpg
konza,2013,7,30,120118,training,konza_2013_07_30_120118.jpg
konza,2013,7,31,120116,training,konza_2013_07_31_120116.jpg
konza,2013,8,1,120119,training,konza_2013_08_01_120119.jpg
konza,2013,8,2,120118,training,konza_2013_08_02_120118.jpg
konza,2013,8,3,120116,training,konza_2013_08_03_120116.jpg
konza,2013,8,4,120110,training,konza_2013_08_04_120110.jpg
konza,2013,8,5,120104,training,konza_2013_08_05_120104.jpg
konza,2013,8,6,120116,training,konza_2013_08_06_120116.jpg
konza,2013,8,7,120114,training,konza_2013_08_07_120114.jpg
konza,2013,8,8,120111,training,konza_2013_08_08_120111.jpg
konza,2013,8,9,120113,training,konza_2013_08_09_120113.jpg
konza,2013,8,10,120118,training,konza_2013_08_10_120118.jpg
konza,2013,8,11,120114,training,konza_2013_08_11_120114.jpg
konza,2013,8,12,120118,training,konza_2013_08_12_120118.jpg
konza,2013,8,13,120120,training,konza_2013_08_13_120120.jpg
konza,2013,8,14,120119,training,konza_2013_08_14_120119.jpg
konza,2013,8,15,123103,training,konza_2013_08_15_123103.jpg
konza,2013,8,16,123115,training,konza_2013_08_16_123115.jpg
konza,2013,8,17,120113,training,konza_2013_08_17_120113.jpg
konza,2013,8,18,120115,training,konza_2013_08_18_120115.jpg
konza,2013,8,19,120119,training,konza_2013_08_19_120119.jpg
konza,2013,8,20,123102,training,konza_2013_08_20_123102.jpg
konza,2013,8,21,123116,training,konza_2013_08_21_123116.jpg
konza,2013,8,22,120122,training,konza_2013_08_22_120122.jpg
konza,2013,8,23,120112,training,konza_2013_08_23_120112.jpg
konza,2013,8,24,120117,training,konza_2013_08_24_120117.jpg
konza,2013,8,25,120119,training,konza_2013_08_25_120119.jpg
konza,2013,8,26,120116,training,konza_2013_08_26_120116.jpg
konza,2013,8,27,120118,training,konza_2013_08_27_120118.jpg
konza,2013,8,28,120109,training,konza_2013_08_28_120109.jpg
konza,2013,8,29,120125,training,konza_2013_08_29_120125.jpg
konza,2013,8,30,123119,training,konza_2013_08_30_123119.jpg
konza,2013,8,31,120119,training,konza_2013_08_31_120119.jpg
konza,2013,9,1,120116,training,konza_2013_09_01_120116.jpg
konza,2013,9,2,120113,training,konza_2013_09_02_120113.jpg
konza,2013,9,3,120118,training,konza_2013_09_03_120118.jpg
konza,2013,9,4,120118,training,konza_2013_09_04_120118.jpg
konza,2013,9,5,120119,training,konza_2013_09_05_120119.jpg
konza,2013,9,6,120118,training,konza_2013_09_06_120118.jpg
konza,2013,9,7,120119,training,konza_2013_09_07_120119.jpg
konza,2013,9,8,120118,training,konza_2013_09_08_120118.jpg
konza,2013,9,9,120117,training,konza_2013_09_09_120117.jpg
konza,2013,9,10,120120,training,konza_2013_09_10_120120.jpg
konza,2013,9,11,120118,training,konza_2013_09_11_120118.jpg
konza,2013,9,12,123113,training,konza_2013_09_12_123113.jpg
konza,2013,9,13,120116,training,konza_2013_09_13_120116.jpg
konza,2013,9,14,120115,training,konza_2013_09_14_120115.jpg
konza,2013,9,15,120115,training,konza_2013_09_15_120115.jpg
konza,2013,9,16,120112,training,konza_2013_09_16_120112.jpg
konza,2013,9,17,120103,training,konza_2013_09_17_120103.jpg
konza,2013,9,18,123119,training,konza_2013_09_18_123119.jpg
konza,2013,9,19,120117,training,konza_2013_09_19_120117.jpg
konza,2013,9,20,120112,training,konza_2013_09_20_120112.jpg
konza,2013,9,21,120119,training,konza_2013_09_21_120119.jpg
konza,2013,9,22,120117,training,konza_2013_09_22_120117.jpg
konza,2013,9,23,120113,training,konza_2013_09_23_120113.jpg
konza,2013,9,24,120111,training,konza_2013_09_24_120111.jpg
konza,2013,9,25,123112,training,konza_2013_09_25_123112.jpg
konza,2013,9,26,120124,training,konza_2013_09_26_120124.jpg
konza,2013,9,27,120112,training,konza_2013_09_27_120112.jpg
konza,2013,9,28,120120,training,konza_2013_09_28_120120.jpg
konza,2013,10,8,120120,training,konza_2013_10_08_120120.jpg
konza,2013,10,9,120103,training,konza_2013_10_09_120103.jpg
konza,2013,10,10,123102,training,konza_2013_10_10_123102.jpg
konza,2013,10,11,120119,training,konza_2013_10_11_120119.jpg
konza,2013,10,12,120111,training,konza_2013_10_12_120111.jpg
konza,2013,10,13,120120,training,konza_2013_10_13_120120.jpg
